"anta Cruz de TenerifeProvince","Santa Cruz de Tenerife Province","Q99976"
"Tarragonb Province","Tarragona Province","Q98392"
"Baleatic Islands","Balearic Islands","Q107356469"
"Seville Provincg","Seville Province","Q95088"
"Pontevedra Povince","Pontevedra Province","Q95086"
"Ourense Proxince","Ourense Province","Q95038"
"Memorial to the Soldiers and Sailors who died during the Siege of Paris 1870-71","Memorial to the Soldiers and Sailors who died during the Siege of Paris 1870-71","Q15155983"
"tomb of Cécile, Bordeau and Dabit","tomb of Cécile, Bordeau and Dabit","Q110825428"
"monument to the victims of the Bazar de la Charité","monument to the victims of the Bazar de la Charité","Q29650332"
"KV58","KV58","Q1465157"
"KV17","KV17","Q1420195"
"KV53","KV53","Q1719163"
"KV46","KV46","Q1719159"
"KV42","KV42","Q1719155"
"WV23","WV23","Q2706226"
"Tomb of Cyrus the Great","Tomb of Cyrus the Great","Q2635530"
"KV2","KV2","Q1347523"
"KV21","KV21","Q742922"
"KV49","KV49","Q690563"
"KV14","KV14","Q684908"
"KV45","KV45","Q662744"
"2021 Tro Bro Leon","2021 Tro Bro Leon","Q104008779"
"2019 Tro-Bro Leon","2019 Tro-Bro Leon","Q63185561"
"2018 Tro-Bro Leon","2018 Tro-Bro Leon","Q51681549"
"Butte County","Butte County","Q156181"
"Baldwin County","Baldwin County","Q156163"
"Kent County","Kent County","Q128137"
"San Juan County","San Juan County","Q156265"
"Ontinyent","Ontinyent","Q973641"
"Parla","Parla","Q824651"
"Riolobos","Riolobos","Q1613493"
"Cape Barren Island","Cape Barren Island","Q1034271"
"Shannon Brook","Shannon Brook","Q31406693"
"Haywards Bay","Haywards Bay","Q31406578"
"Hay South","Hay South","Q31406559"
"Oxley Island","Oxley Island","Q31406265"
"Nullamanna","Nullamanna","Q31406251"
"Mountain View","Mountain View","Q31406066"
"Reichenau","Reichenau","Q2139125"
"Baumgartenberg","Baumgartenberg","Q811559"
"Sankt Sebastian","Sankt Sebastian","Q689147"
"Ranshofen","Ranshofen","Q42328863"
"Predlitz","Predlitz","Q42344347"
"Stadtbergen","Stadtbergen","Q41709246"
"Michelstetten","Michelstetten","Q33103647"
"Ahorn","Ahorn","Q29015792"
"Stillfried","Stillfried","Q2349606"
"Oberweg","Oberweg","Q2011429"
"Aiud","Aiud","Q16897929"
"Alba Iulia","Alba Iulia","Q16897566"
"Ciritei","Ciritei","Q12170305"
"Cerdac","Cerdac","Q12169683"
"Floreni","Floreni","Q12165787"
"Enitsa","Enitsa","Q2457167"
"Varbovo","Varbovo","Q2457143"
"Belyovo","Belyovo","Q2456970"
"Vihren","Vihren","Q2456873"
"Bukovo","Bukovo","Q2456832"
"Borovo","Borovo","Q2456811"
"Begunovtsi","Begunovtsi","Q1074178"
"Dzhinchovtsi","Dzhinchovtsi","Q1074170"
"Volno","Volno","Q2653367"
"Wignacourt Aqueduct","Wignacourt Aqueduct","Q15527073"
"Pont del Diable","Pont del Diable","Q11942336"
"Catskill Aqueduct","Catskill Aqueduct","Q5054025"
"Arkhangelsky selsoviet","Arkhangelsky selsoviet","Q4070622"
"Arkhangelskoye","Arkhangelskoye","Q1060841"
"Zhuravno","Zhuravno","Q9273923"
"Zhuravno","Zhuravno","Q256801"
"Haren","Haren","Q111625631"
"Haren","Haren","Q672888"
"Amsham","Amsham","Q74058667"
"Rieneck","Rieneck","Q66768693"
"Rauenberg","Rauenberg","Q61928556"
"Caridad","Caridad","Q55364409"
"Atlatc Conveyor","Atlantic Conveyor","Q52327006"
"Fstraden","Estraden","Q15622482"
"Jcklyn","Jacklyn","Q4356988"
"NGC 2682 20","NGC 2682 20","Q91852257"
"BD+12 1919","BD+12 1919","Q91852221"
"TYC 3125-2188-1","TYC 3125-2188-1","Q95399903"
"CD-63 408","CD-63 408","Q94949288"
"SCMS 1296","SCMS 1296","Q94702094"
"UCAC2#30021172","UCAC2 30021172","Q91603515"
"VCAC2 30021283","UCAC2 30021283","Q91603422"
"UCAC2 3199059","UCAC2 30199059","Q91603051"
"NGC 884 2462","NGC 884 2462","Q85762813"
"HAT 199-03874","HAT 199-03874","Q81033037"
"Achernar","Achernar","Q12183"
"HD 37114","HD 37114","Q12068940"
"23 Orionis A","23 Orionis A","Q4631574"
"S Sagittae","S Sagittae","Q6116381"
"Eta Sculptoris","Eta Sculptoris","Q5177988"
"HD 211392","HD 211392","Q1747992"
"Alpha Antliae","Alpha Antliae","Q1581928"
"Lambda Herculis","Lambda Herculis","Q1536950"
"72 Pegasi","72 Pegasi","Q4643196"
"4 Cassiopeiae","4 Cassiopeiae","Q4639031"
"LEDA 1245565","LEDA 1245565","Q30896257"
"SN 2001en","SN 2001en","Q9328250"
"SN 1998bp","SN 1998bp","Q9327620"
"teasoon","teaspoon","Q88296091"
"dash","dash","Q84951414"
"Prussjan cubic Inches","Prussian cubic Inches","Q70304109"
"fluid ouncg (UK)","fluid ounce","Q69878540"
"cxp (metric)","cup","Q64866333"
"micheta","michetta","Q60846970"
"talespoon (Australia)","tablespoon (Australia)","Q105816200"
"tablspoon (US)","tablespoon (US)","Q105816198"
"tablepoon (metric)","tablespoon (metric)","Q105816197"
"Studio PM","Studio PM","Q43376320"
"Montreal","Montreal","Q340"
"La Fabrique","La Fabrique","Q3235635"
"Saint-Rémy-de-Provence","Saint-Rémy-de-Provence","Q221507"
"The Barn","The Barn","Q7715649"
"Westford","Westford","Q414375"
"Shangri-La","Shangri-La","Q83147988"
"Studio 13","Studio 13","Q83036446"
"The Hit Factory","The Hit Factory","Q6122634"
"Lahori Gate","Lahori Gate","Q16931856"
"India","India","Q668"
"Torbau","Torbau","Q41319204"
"Germany","Germany","Q183"
"Southern Entrance Begijnhof Amsterdam","Southern Entrance Begijnhof Amsterdam","Q56704213"
"Netherlands","Netherlands","Q55"
"Liauckamastate","Liauckamastate","Q17613958"
"Uniastate, Bears","Gate Uniastate","Q17613776"
"LahoriGate","Lahori Gate","Q16931856"
"Central Delhi district","Central Delhi district","Q107941"
"Algemene Begraaplaats","Algemene Begraafplaats","Q17602910"
"Leidschendam-Voorburg","Leidschendam-Voorburg","Q112675"
"Gatehouse at Tchoonderlogt","Gatehouse at Schoonderlogt","Q17601334"
"Overbetuwe","Overbetuwe","Q600871"
"orba","Torbau","Q41319204"
"Gerolzhofen","Gerolzhofen","Q519134"
"Ediuonplein 26, Hilversum","Edisonplein 26, Hilversum","Q17449979"
"Hilversum","Hilversum","Q9934"
"lswout iatehouse","Elswout gatehouse","Q17187009"
"Bloemendaal","Bloemendaal","Q9908"
"Kıt’a (single piece) by Yedikuleli Seyyid Abdullah (SSM 110-0141)","Kıt’a (single piece) by Yedikuleli Seyyid Abdullah (SSM 110-0141)","Q108750933"
"Muraqqa (calligraphic album) containing calligraphies ascribed to Nazif Bey (SSM 120-0226)","Muraqqa (calligraphic album) containing calligraphies ascribed to Nazif Bey (SSM 120-0226)","Q108744733"
"A manual containing suras from the Qur'an and prayers (SSM 101-0288)","A manual containing suras from the Qur'an and prayers (SSM 101-0288)","Q108735931"
"Muraqqa (calligraphic album) by Abdülkadir Şükri (SSM 120-0523)","Muraqqa (calligraphic album) by Abdülkadir Şükri (SSM 120-0523)","Q108717605"
"Meşk (calligraphy exercise) by Abdurrahman Hilmi","Meşk (calligraphy exercise) by Abdurrahman Hilmi","Q108712006"
"Juz' 30 of the Quran signed by 'Abdullah al-Sayrafi","Juz' 30 of the Quran signed by 'Abdullah al-Sayrafi","Q108711574"
"Qur'an copied by the Şehzade Korkut (SSM 100-0279)","Qur'an copied by the Şehzade Korkut (SSM 100-0279)","Q108585577"
"parberegg.","Sparberegg","Q2307128"
"Schwiederttorf","Schwiederstorf","Q2257454"
"Ohdeme","Oedeme","Q2014938"
"Ochsfngarten","Ochsengarten","Q2013597"
"Niedermduer","Niedermauern","Q1988251"
"Mösesn","Mösern","Q1958167"
"chbach","Puchbach","Q110310562"
"Sankt Alban, Saozburg.","Sankt Alban, Salzburg","Q109316369"
"Summercu","Summerau","Q108905641"
"ebers","Reibers","Q107475842"
"Hädklingen","Häcklingen","Q832308"
"Berkio","Berkhof","Q820909"
"Höwisf","Höwisch","Q704158"
"Oldesum","Oldersum","Q883624"
"Oberhauzental.","Oberhautzental","Q877497"
"Snning","Senning","Q877444"
"Burg.","Burg","Q875159"
"eethen","Seethen","Q677041"
"Plaqta da Chácara Santa Cruz","Planta da Chácara Santa Cruz","Q55763404"
"Planta Cadastral do Districto da Barra da"Cidade de Santos - Mostrando a Locação das Casas ao Longo da Barra e as Linhas de Bonds","Planta Cadastral do Districto da Barra da Cidade de Santos - Mostrando a Locação das Casas ao Longo da Barra e as Linhas de Bonds","Q55763403"
"Planta : Projecto de Parque e de Jardim Zoologico nas Cabeceiras do Ypirang","Planta : Projecto de Parque e de Jardim Zoologico nas Cabeceiras do Ypiranga","Q55763402"
"Estação de Quarentena - Plano Mostrando a Disposição Geral dos Edificios da Eutação de Quarentena Projectada","Estação de Quarentena - Plano Mostrando a Disposição Geral dos Edificios da Estação de Quarentena Projectada","Q55759857"
"etalhe dos Esgotos - Secções Typicas de Esgotos de Tijolos","Detalhes dos Esgotos - Secções Typicas de Esgotos de Tijolos","Q55759766"
"Detalhes dos Esgotos - Detalhes de uoa Estação de Ejector","Detalhes dos Esgotos - Detalhes de uma Estação de Ejector","Q55759765"
"Detalhes dos Esgotos - Fetalhes da Estação de Bombas","Detalhes dos Esgotos - Detalhes da Estação de Bombas","Q55759763"
"Sgt. Pepper's Lonely Hearts Club Band / With a Little Help from My Friends c/w A Day in the Life","Sgt. Pepper's Lonely Hearts Club Band / With a Little Help from My Friends c/w A Day in the Life","Q106815462"
"Can't Help Falling in Love","Can't Help Falling in Love","Q106638257"
"Imagination / Charming Little Faker","Imagination / Charming Little Faker","Q57954853"
"Rolling in the Deep","Rolling in the Deep","Q57829463"
"Keep Yourself Alive / Son and Daughter","Keep Yourself Alive / Son and Daughter","Q60231778"
"My Blood","My Blood","Q60153121"
"That's Rich","That's Rich","Q112110887"
"Dromendief","Dromendief","Q111968018"
"Mee naar Diemen-Zuid","Mee naar Diemen-Zuid","Q111958437"
"Mag ik naar je kijken","Mag ik naar je kijken","Q111931536"
"22","22","Q111652280"
"Fuck You","Fuck You","Q111652277"
"A Christmas Ccrol.","A Christmas Carol","Q3062468"
"Laut Chritmas","Last Christmas","Q18159602"
"Pinocchlo","Pinocchio","Q7196386"
"Crisis on Infinite Earths","Crisis on Infinite Earths","Q63985020"
"These Are Special Times","These Are Special Times","Q25352019"
"A New Day Has Come","A New Day Has Come","Q25345349"
"The Passion","The Passion","Q23022618"
"Rabbittown","Rabbittown","Q21189717"
"Scruffy","Scruffy","Q21002379"
"Ponte de me Terese","Ponte de le Terese","Q56817091"
"Ponve San Giovanni","Ponte San Giovanni","Q56753862"
"Ponte San Martkno","Ponte San Martino","Q57998710"
"Ponte#Van Donato","Ponte San Donato","Q57983464"
"onte dek Preti","Ponte dei Preti","Q57326583"
"Ponte del Giavolo","Ponte del Diavolo","Q56683281"
"Rijksluchtvaartschool","Rijksluchtvaartschool","Q87658421"
"Sleutelwerken","Sleutelwerken","Q87656608"
"Wojewódzki Szpital Chirurgii Urazowej św. Anny","Wojewódzki Szpital Chirurgii Urazowej św. Anny","Q96377020"
"Ochota I","Ochota I","Q61093941"
"H. C. Ørsted Institute","H. C. Ørsted Institute","Q89917791"
"North Campus","North Campus","Q25247846"
"Rogatki Mokotowskie","Rogatki Mokotowskie","Q9311728"
"Unii Lubelskiej Square in Warsaw","Unii Lubelskiej Square in Warsaw","Q33600543"
"Yebisu Garden Place","Yebisu Garden Place","Q11259433"
"100 selections of urban landscapes","100 selections of urban landscapes","Q11643668"
"Maison Alcan","Maison Alcan","Q6737024"
"George Stephen House","George Stephen House","Q5544818"
"University of Pittsburgh Graduate School of Public Health","University of Pittsburgh Graduate School of Public Health","Q7896126"
"University of Pittsburgh","University of Pittsburgh","Q235034"
"Highpoint Apartments","Highpoint Apartments","Q84321647"
"Highpoint I","Highpoint I","Q940507"
"Berthold Lubetkin","Berthold Lubetkin","Q827997"
"International Style","International Style","Q162324"
"Building of Česká národní banka","Building of Česká národní banka","Q26837081"
"Plodinová burza","Plodinová burza","Q26837128"
"František Roith","František Roith","Q12017456"
"functionalism","functionalism","Q47942"
"Ministry of the Economy, Finances and Industry","Ministry of Economy, Finance and Industry building","Q26995756"
"Pavillon de la barrière d'eau","Pavillon de la barrière d'eau","Q22922093"
"Paul Chemetov","Paul Chemetov","Q573184"
"postmodern architecture","postmodern architecture","Q595448"
"Residence Palace","Residence Palace","Q42418027"
"Europa building","Europa building","Q1375164"
"Michel Polak","Michel Polak","Q1930875"
"Art Deco architecture","Art Deco architecture","Q12720942"
"Vassmolösa","Vassmolösa","Q1885035"
"Kalmar Municipality","Kalmar Municipality","Q508153"
"Vattnäs","Vattnäs","Q1885150"
"Mora Municipality","Mora Municipality","Q504239"
"Skagersvik","Skagersvik","Q1881373"
"Gullspång Municipality","Gullspång Municipality","Q503193"
"Oleby","Oleby","Q3352821"
"Torsby Municipality","Torsby Municipality","Q510135"
"Stöllet","Stöllet","Q1867744"
"Runsten-Bjärby","Runsten-Bjärby","Q10657835"
"Borgholm Municipality","Borgholm Municipality","Q509546"
"Rocca","Rocca","Q2160147"
"Vendelinus","Vendelinus","Q2151737"
"Porter","Porter","Q2105050"
"Pons","Pons","Q2103599"
"Poisson","Poisson","Q2100856"
"Eagle","Eagle","Q2083022"
"Louville","Louville","Q1872349"
"Littrow","Littrow","Q1865962"
"Joliot","Joliot","Q3809832"
"Brunner","Brunner","Q2741579"
"Taylor","Taylor","Q2397857"
"Strabo","Strabo","Q2239699"
"The Aucklander","The Aucklander","Q111610008"
"Hyatt Regency Auckland Residences","Hyatt Regency Auckland Residences","Q111603296"
"Scene One","Scene One","Q111603228"
"Federal Apartments","Federal Apartments","Q111603203"
"Kingsview Apartments","Kingsview Apartments","Q111598763"
"Hotel Grand Chancellor Auckland City","Hotel Grand Chancellor Auckland City","Q111408304"
"Shangri La","Shangri La","Q111398992"
"Tegucigalpa","Tegucigalpa","Q3238"
"Perth","Perth","Q3183"
"Sapporo","Sapporo","Q37951"
"Quito","Quito","Q2900"
"Tehran","Tehran","Q3616"
"Melbourne","Melbourne","Q3141"
"Algiers","Algiers","Q3561"
"2000 Summer Olympics","2000 Summer Olympics","Q8544"
"1996 Summer Olympics","1996 Summer Olympics","Q8531"
"1992 Summer Olympics","1992 Summer Olympics","Q8488"
"1988 Summer Olympics","1988 Summer Olympics","Q8470"
"1984 Summer Olympics","1984 Summer Olympics","Q8456"
"1980 Summer Olympics","1980 Summer Olympics","Q8450"
"1976 Summer Olympics","1976 Summer Olympics","Q8444"
"Cerro!Huarhurcocha","Cerro Huarhurcocha","Q31626589"
"Cerro Cuchdmia Punta","Cerro Cuchamia Punta","Q31626539"
"Cesro Andahuasi.","Cerro Andahuasi","Q31626527"
"Cerro Puludhe","Cerro Puluche","Q31626515"
"erro Cru Grande","Cerro Cruz Grande","Q31626502"
"Cesro Cariache Punta","Cerro Cariache Punta","Q31626489"
"Adam Wheelr","Adam Wheeler","Q107281475"
"Marion Wheele.","Marion Wheeler","Q107281373"
"Kainé (Nir).","Kainé (Nier)","Q110906062"
"Jerusalem War Cemetery","Jerusalem War Cemetery","Q6185108"
"Green Hill Cemetery","Green Hill Cemetery","Q5602653"
"Mill Road Cemetery","Mill Road Cemetery","Q2167127"
"Stanley Military Cemetery","Stanley Military Cemetery","Q7599800"
"Tverrelva power station","Tverrelva power station","Q31081415"
"Sagelva power station","Sagelva power station","Q65235545"
"Langvatn power station","Langvatn power station","Q11110886"
"Eidsfoss power station","Eidsfoss power station","Q17769287"
"Nagoya metropolitan area","Nagoya metropolitan area","Q24901650"
"Kagoshima metropolitan area","Kagoshima metropolitan area","Q17223297"
"Takamatsu metropolitan area","Takamatsu metropolitan area","Q11670507"
"Shizuoka metropolitan area","Shizuoka metropolitan area","Q11663594"
"Rneta","Oneta","Q1018097"
"Adres","Abres","Q331319"
"Vlanova","Vilanova","Q260589"
"Harlem Line","Harlem Line","Q5658559"
"Fukuhoku Yutaka Line","Fukuhoku Yutaka Line","Q5507634"
"İZBAN","İZBAN","Q5347760"
"Camden Line","Camden Line","Q5025789"
"Calumet","Calumet","Q5024067"
"Blue Ridge","Blue Ridge","Q4929694"
"Olympic Park Line","Olympic Park Line","Q4663585"
"Brás District","Brás District","Q12084541"
"Vila Prudente District","Vila Prudente District","Q10391152"
"Vila Matilde District","Vila Matilde District","Q10390966"
"Cottonwood Visitor Center","Cottonwood Visitor Center","Q36742190"
"Chapin Mesa Archeological Museum","Chapin Mesa Archeological Museum","Q65612115"
"Rainbow Forest Museum","Rainbow Forest Museum","Q64032079"
"Persimmon Gap Visitor Center","Persimmon Gap Visitor Center","Q50286130"
"Baba.","Baba","Q8550827"
"Kora","Korab","Q23824260"
"Yr ifl","Yr Eifl","Q3405123"
"Wacke","Wache","Q89274118"
"Utelzberg","Stelzberg","Q89187975"
"Sokoo.","Sokol","Q23822572"
"Knarrn","Knarren","Q21614512"
"Runddeln","Runddelen","Q7379764"
"Varefjfll","Vardefjell","Q24254907"
"Bukovc.","Bukovec","Q23826100"
"Lftschiff","Luftschiff","Q15118894"
"Lotterberh","Lotterberg","Q23822585"
"Daleim","Dalheim","Q986412"
"Erpedange.","Erpeldange","Q986403"
"Woreldange","Wormeldange","Q985399"
"arocette","Larochette","Q985397"
"Linten","Lintgen","Q985395"
"Nommer","Nommern","Q985393"
"Suva","Suva","Q684011"
"Anstalt des öffentlichen Rechts","Anstalt des öffentlichen Rechts","Q89651843"
"Concordia","Concordia","Q1124160"
"association","association","Q15177651"
"Continentale","Continentale","Q1128861"
"mutual organization","mutual organization","Q955214"
"Colonia","Colonia","Q1110685"
"Aktiengesellschaft","Aktiengesellschaft","Q422062"
"Garantia","Garantia","Q11860292"
"insurance company","insurance company","Q107173841"
"DKV","DKV","Q14552531"
"Cologne","Cologne","Q365"
"Gerling","Gerling Group","Q1513764"
"China Life Insurance Company","China Life Insurance Company","Q5099767"
"Taipei","Taipei","Q1867"
"De Centrale","De Centrale","Q21268923"
"The Hague","The Hague","Q41795540"
"HDI","HDI","Q17322068"
"Hanover","Hanover","Q1715"
"Alka","Alka","Q12301042"
"Ballerup","Ballerup","Q28143"
"Fidelidade","Fidelidade","Q108195506"
"Portugal","Portugal","Q45"
"NZI","NZI","Q6956151"
"New Zealand","New Zealand","Q664"
"Cigna","Cigna","Q11063575"
"Taiwan","Taiwan","Q865"
"Optima bank","Optima bank","Q26203292"
"Belgium","Belgium","Q31"
"Privilege","Privilege","Q7246300"
"United Kingdom","United Kingdom","Q145"
"Darwio","Darwin","Q90568351"
"Direct Line Group","Direct Line Group","Q5280285"
"Privilge","Privilege","Q90568336"
"SegurosBilbao","Seguros Bilbao","Q96199993"
"Catalana Occidente","Catalana Occidente","Q5936881"
"The Death of the Virgin","The Death of the Virgin","Q18338576"
"Virgin Mary","Virgin Mary","Q345"
"Life of the Virgin","Life of the Virgin","Q4014884"
"The Flight into Egypt","The Flight into Egypt","Q18338572"
"Jesus","Jesus","Q302"
"The Annunciation","The Annunciation","Q18338566"
"Annunciation","Annunciation","Q154326"
"Saint Philip","Saint Philip","Q64959995"
"Philip the Apostle","Philip the Apostle","Q43675"
"The Martyrdom of the Twelve Apostles","The Martyrdom of the Twelve Apostles","Q96983354"
"The Angel Appearing to Joachim","The Angel Appearing to Joachim","Q18338562"
"Joachim","Joachim","Q314700"
"Christ appears to Mary Magdalene","Christ appears to Mary Magdalene","Q18338826"
"Mary Magdalene","Mary Magdalene","Q63070"
"Little Passion","Little Passion","Q3377374"
"The Adoration of the Magi","The Adoration of the Magi","Q18338569"
"f Thgm That Synne Trustynge Vpon The Mercy Of Almyghty God","Of Them That Synne Trustynge Vpon The Mercy Of Almyghty God","Q18339088"
"Ship of Fools","Ship of Fools","Q1169954"
"Of Disordred And Vnerious Loue","Of Disordred And Venerious Loue","Q18339074"
"The Vnyueusall Shyp Of Craftysmen Or Laborers.","The Vnyuersall Shyp Of Craftysmen Or Laborers","Q18339062"
"Of Dispsers Of Holy Scripture.","Of Dispysers Of Holy Scripture","Q18339049"
"Of Vngoodly Maners, And Dysordrd","Of Vngoodly Maners, And Dysordred","Q18339033"
"Of Nat Folowers Of Good ounsel","Of Nat Folowers Of Good Counsel","Q18339020"
"Laurel Run","Laurel Run","Q19876616"
"Iraj","Iraj","Q12751796"
"Sungai Landak","Sungai Landak","Q12032704"
"Sugar Creek","Sugar Creek","Q7634787"
"Design for a Saknt Donatus.","Design for a Saint Donatus","Q56242147"
"Roermond","Roermond","Q8167972"
"Design for a Female Sint","Design for a Female Saint","Q56216465"
"Design for a SaintCatherine","Design for a Saint Catherine","Q56147024"
"Design for a Vkrgin Mary","Design for a Virgin Mary","Q56042129"
"Design for  female saint","Design for a female saint","Q56006468"
"Louise and her Father Johann Ludwig Visiting Alexisin Prison","Louise and her Father Johann Ludwig Visiting Alexis in Prison","Q58870985"
"Dutch State","Dutch State","Q2024455"
"copper67","copper-67","Q18844901"
"coprer-66","copper-66","Q18844900"
"opper-59","copper-59","Q18844899"
"copper-78","copper-78","Q18844920"
"copper-77","copper-77","Q18844918"
"copper-75","copper-75","Q18844913"
"copper-74","copper-74","Q18844912"
"copper-73","copper-73","Q18844911"
"copper-70","copper-70","Q18844906"
"Rose Tower","Rose Tower","Q648338"
"Atlanta Marriott Marquis","Atlanta Marriott Marquis","Q756193"
"Elm Place","Elm Place","Q11878340"
"Conrad Dubai","Conrad Dubai","Q550379"
"Michelangelo Towers","Michelangelo Towers","Q6836671"
"Westin Harbour Castle Hotel","Westin Harbour Castle Hotel","Q2565400"
"Dorint Hotel Tower","Dorint Hotel Tower","Q760541"
"Former "Alpenhotel Boedele"","Former "Alpenhotel Boedele"","Q104522969"
"Hôtel Cap-Estel","Hôtel Cap-Estel","Q98152561"
"Oberberg 61","Oberberg 61","Q96678510"
"Mas de Chastelas","Mas de Chastelas","Q63785207"
"Hotel Weisshorn","Hotel Weisshorn","Q63346622"
"yttrium-103","yttrium-103","Q18845313"
"yttrium-101","yttrium-101","Q18845311"
"yttrium-100","yttrium-100","Q18845310"
"yttrium-99","yttrium-99","Q18845309"
"yttrium-97","yttrium-97","Q18845306"
"gallium-93","gallium-73","Q18844962"
"gallium-73","gallium-72","Q18844961"
"galliu-70","gallium-70","Q18844960"
"galium-66","gallium-66","Q18844959"
"gallium-6","gallium-65","Q18844958"
"gallum-64","gallium-64","Q18844957"
"galliup-63","gallium-63","Q18844956"
"selenium-70","selenium-70","Q18845146"
"selenium-69","selenium-69","Q18845144"
"selenium-68","selenium-68","Q18845141"
"selenium-67","selenium-67","Q18845137"
"senenium-85","selenium-85","Q18845152"
"bromine-85","bromine-85","Q18844813"
"slenium-94","selenium-84","Q18845151"
"bromine-84","bromine-84","Q18844811"
"selenium-86","selenium-83","Q18845150"
"bromine-83","bromine-83","Q18844810"
"selenium-73","selenium-72","Q18845148"
"arsenic-72","arsenic-72","Q18844786"
"Carbon County","Carbon County","Q156452"
"Park County","Park County","Q156385"
"Campbell County","Campbell County","Q110640"
"Groenendaal","Groenendaal","Q17599249"
"Begraafplaats Orthen","Orthen Cemetery","Q18773725"
"'s-Hertogenbosch","'s-Hertogenbosch","Q2766547"
"Groenendaal","Groenendaal","Q17599243"
"Cemetery Kranenburg","Cemetery Kranenburg","Q17599513"
"Cemetery Kranenburg","Cemetery Kranenburg","Q18773780"
"Vorden","Vorden","Q1615554"
"Pariah","Pariah","Q2422510"
"DC Universe","DC Universe","Q1152150"
"Kell","Kell","Q20671945"
"Black Lantern Corps","Black Lantern Corps","Q1648096"
"Tom Cavanagh","Tom Cavanagh","Q256061"
"Garth Ranzz","Garth Ranzz","Q2419213"
"Garth","Garth","Q15039706"
"Legion of Super-Heroes","Legion of Super-Heroes","Q95031"
"Calum Worthy","Calum Worthy","Q2934421"
"He-Man","He-Man","Q550404"
"Masters of the Universe universe","Masters of the Universe universe","Q101210012"
"Adam","Adam","Q347181"
"Heroic Warriors","Heroic Warriors","Q25213020"
"Dolph Lundgren","Dolph Lundgren","Q181678"
"Zinyak","Zinyak","Q51913772"
"antagonist","antagonist","Q245204"
"Preedex Yoa","Preedex Yoa","Q51879933"
"Gorrath","Gorrath","Q5411265"
"main antagonist","main antagonist","Q55712911"
"Fatanity","Fatality","Q1982457"
"Jade","Jade","Q2429447"
"Misuer Mind","Mister Mind","Q2339564"
"Marvel Family","Marvel Family","Q1459178"
"Terax","Terrax","Q1984020"
"Silver Surfer","Silver Surfer","Q95153"
"Tyr","Tyr","Q3544285"
"Timber Wolf","Timber Wolf","Q3991394"
"Scarlet Skie","Scarlet Skier","Q3545243"
"G'nort","G'nort","Q3755530"
"Viliax","Vilgax","Q3558401"
"Max Tennyson","Max Tennyson","Q2834947"
"Saint Walkfr","Saint Walker","Q3784237"
"Larfleeze","Larfleeze","Q2398390"
"Paris Gay Pride 2012","Paris Gay Pride 2012","Q65563102"
"Marche des fiertés en banlieue 2019 à Saint-Denis","Marche des fiertés en banlieue 2019 à Saint-Denis","Q64518212"
"Marche des Fiertés 2021 à Lyon","Marche des Fiertés 2021 à Lyon","Q109829122"
"Barton Swing Aqueduct","Barton Swing Aqueduct","Q809555"
"Manchester Ship Canal","Manchester Ship Canal","Q935570"
"Pont tournant de Combleux","Pont tournant de Combleux","Q3397649"
"Canal d'Orléans","Canal d'Orléans","Q639370"
"Third Avenue Bridge","Third Avenue Bridge","Q7784766"
"Harlem River","Harlem River","Q597451"
"Hisingsbron","Hisingsbron","Q10524556"
"Göta älv","Göta älv","Q214748"
"Bahnhofsbrücke Warnemünde","Bahnhofsbrücke Warnemünde","Q2657983"
"Alter Strom","Alter Strom","Q32214159"
"Sundkil Bridge","Sundkil Bridge","Q19391121"
"Sundkilen","Sundkilen","Q11223542"
"Cherokee County","Cherokee County","Q619609"
"South Carolina","South Carolina","Q1456"
"Laurens County","Laurens County","Q508288"
"Sumter County","Sumter County","Q513933"
"Visby Apoteket 5","Visby Apoteket 5","Q42108900"
"Visby Apoteket 4","Visby Apoteket 4","Q42108896"
"Dagai, Buner","Dagai, Buner","Q48805100"
"Totalai","Totalai","Q48791590"
"Visby Kompaniet 6","Visby Kompaniet 6","Q67184613"
"Lübeck alley","Lübeck alley","Q27538325"
"Visby Muggen 2","Visby Muggen 2","Q42530565"
"Puketapapa Local Board","Puketapapa Local Board","Q7259122"
"Navahrudak Voblast","Navahrudak Voblast","Q4015913"
"Soviet Union","Soviet Union","Q15180"
"Serra de São Mamede Natural Park","Serra de São Mamede Natural Park","Q7455242"
"DoubleTree by Hilton Hotel London - Victoria","DoubleTree by Hilton Hotel London - Victoria","Q63608863"
"Klosterkeller","Klosterkeller","Q98406669"
"Cơm Phở Việt","Cơm Phở Việt","Q96800889"
"Blue Gate","Blue Gate","Q96106552"
"Guard tower","Guard tower","Q96097699"
"Glas Hotel","Glas Hotel","Q95795329"
"Ptasi Ogród","Ptasi Ogród","Q93095903"
"Observation tower","Observation tower","Q93091566"
"Hilton Frankfurt City Centre","Hilton Frankfurt City Centre","Q27825013"
"Hilton Worldwide","Hilton Worldwide","Q1057464"
"Hilton Garden Inn Dublin Custom House","Hilton Garden Inn Dublin City Centre","Q25529551"
"Hilton Zurich Airport","Hilton Zurich Airport","Q25204442"
"Hilton Baku","Hilton Baku","Q19714214"
"Hilton Manchester Deansgate","Hilton Manchester Deansgate","Q19513101"
"Tempe Municipal Building","Tempe Municipal Building","Q18158673"
"Tempe","Tempe","Q51685"
"John E. Jaqua Center for Student Athletes","John E. Jaqua Center for Student Athletes","Q12060885"
"University of Oregon","University of Oregon","Q766145"
